ShipmentID,OrderID,CarrierID,WarehouseID,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,ShippingCost,ShipmentStatus,TrackingNumber
10698,14179,2,17,11/08/24,21/08/24,,39.44,Delivered,TRK858514777
10699,14181,8,17,08/06/22,16/06/22,15/06/22,39.9,Delivered,TRK785640048
10700,14184,22,10,18/07/22,19/07/22,21/07/22,12.52,Delivered,TRK669554252
10701,14186,13,9,21/01/22,27/01/22,,28.09,Delivered,TRK335112422
10702,14187,3,2,08/11/22,13/11/22,,10.52,In Transit,TRK265509367
10703,14188,10,8,31/12/22,09/01/23,,47.05,Delivered,TRK555864545
10704,14190,22,16,04/08/22,08/08/22,09/08/22,46.26,Delivered,TRK859229607
10705,14192,24,11,14/10/23,21/10/23,21/10/23,19.97,Delivered,TRK279696954
10706,14193,10,7,27/11/22,28/11/22,29/11/22,46.73,Delivered,TRK760288945
10707,14194,24,12,04/01/22,09/01/22,09/01/22,16.82,In Transit,TRK499307943
10708,14195,9,11,15/04/22,23/04/22,,21.84,In Transit,TRK320711425
10709,14196,1,18,08/03/24,18/03/24,,44.56,Delivered,TRK707247762
10710,14197,25,11,06/09/23,12/09/23,14/09/23,15.75,Delivered,TRK192233775
10711,14199,23,15,31/05/24,07/06/24,07/06/24,15.52,Delivered,TRK949608825
10712,14201,12,6,06/09/24,11/09/24,12/09/24,29.21,Delivered,TRK669987466
10713,14202,20,12,27/04/22,03/05/22,,46.21,In Transit,TRK885976378
10714,14203,24,19,11/05/22,16/05/22,15/05/22,13.67,Delivered,TRK849363017
10715,14204,11,16,28/09/22,07/10/22,08/10/22,19.54,In Transit,TRK716043433
10716,14205,23,4,04/01/24,13/01/24,,20.86,In Transit,TRK970200557
10717,14206,6,3,25/06/24,04/07/24,05/07/24,37.74,In Transit,TRK869861939
10718,14208,4,20,17/12/22,24/12/22,,22.41,Delivered,TRK379429641
10719,14209,16,15,21/12/22,29/12/22,,19.08,Delayed,TRK892404065
10720,14210,25,2,04/05/24,10/05/24,,34.11,Delivered,TRK984129789
10721,14211,5,19,02/05/23,08/05/23,09/05/23,5.56,Delivered,TRK714386613
10722,14212,12,5,14/06/22,20/06/22,,47.9,Delivered,TRK860132173
10723,14213,8,13,19/04/24,22/04/24,22/04/24,21.41,Delivered,TRK933660335
10724,14214,18,1,10/08/23,13/08/23,,21.98,Delivered,TRK465533421
10725,14215,4,20,27/05/22,02/06/22,,41.45,Delivered,TRK746376224
10726,14217,9,13,22/05/24,01/06/24,03/06/24,20.46,In Transit,TRK151618851
10727,14218,2,14,01/05/23,07/05/23,06/05/23,9.31,In Transit,TRK253573053
10728,14220,2,16,11/02/24,12/02/24,13/02/24,32.72,Delivered,TRK907486659
10729,14221,25,1,05/01/24,06/01/24,07/01/24,45.18,In Transit,TRK185189456
10730,14222,21,20,19/11/24,20/11/24,22/11/24,41.51,Delivered,TRK800665522
10731,14223,16,13,05/09/23,10/09/23,10/09/23,17.27,Delayed,TRK735664046
10732,14224,2,1,17/02/22,19/02/22,22/02/22,33.75,Delivered,TRK981267103
10733,14225,18,7,13/04/24,15/04/24,15/04/24,15.61,Delivered,TRK228439471
10734,14226,8,15,31/07/23,09/08/23,,43.68,Delivered,TRK667850451
10735,14227,22,10,08/02/22,09/02/22,11/02/22,38.42,Delivered,TRK134775821
10736,14228,14,14,15/10/24,18/10/24,24/10/24,20.17,Delivered,TRK447127047
10737,14230,19,15,22/03/22,27/03/22,03/04/22,5.47,In Transit,TRK960948931
10738,14231,12,13,09/09/24,12/09/24,12/09/24,23.43,In Transit,TRK251326645
10739,14233,22,11,18/11/22,28/11/22,29/11/22,40.42,Delayed,TRK641749997
10740,14234,1,4,11/08/24,20/08/24,21/08/24,18.76,In Transit,TRK864789971
10741,14235,23,7,30/10/24,09/11/24,10/11/24,10.45,Delivered,TRK166530582
10742,14236,17,18,27/09/22,01/10/22,30/09/22,28.35,Delivered,TRK845724681
10743,14237,24,17,02/04/22,04/04/22,04/04/22,46.5,Delivered,TRK362581916
10744,14238,21,7,02/01/23,05/01/23,04/01/23,9.64,Delivered,TRK363245197
10745,14239,21,9,15/04/24,19/04/24,18/04/24,13.44,Delivered,TRK229056439
10746,14240,12,2,17/05/24,24/05/24,25/05/24,10.92,Delivered,TRK662360531
10747,14243,10,2,20/10/24,29/10/24,28/10/24,31.2,Delivered,TRK143459730
10748,14245,22,3,03/06/23,09/06/23,08/06/23,47.32,In Transit,TRK944081244
10749,14246,2,20,29/03/23,04/04/23,06/04/23,16.55,Delivered,TRK437363873
10750,14247,10,7,17/05/23,23/05/23,23/05/23,37.13,Delivered,TRK117076315
10751,14248,11,4,17/03/24,25/03/24,,42.97,Delivered,TRK566844733
10752,14249,24,11,26/11/23,04/12/23,,37.76,In Transit,TRK536327461
10753,14251,25,17,17/07/22,19/07/22,18/07/22,48.83,In Transit,TRK844751270
10754,14253,18,17,15/01/24,16/01/24,,20.64,Delivered,TRK648417607
10755,14254,16,13,18/10/24,23/10/24,,25.24,Delivered,TRK266171453
10756,14256,25,14,04/03/23,13/03/23,17/03/23,15.56,Delivered,TRK406890174
10757,14259,25,13,29/09/24,04/10/24,,24.47,In Transit,TRK147723878
10758,14260,9,16,08/12/23,16/12/23,,16.86,In Transit,TRK360859325
10759,14261,2,16,29/11/24,03/12/24,04/12/24,8.89,In Transit,TRK388933181
10760,14262,5,15,10/01/24,14/01/24,14/01/24,9.43,Delivered,TRK187486512
10761,14265,1,16,28/04/24,03/05/24,05/05/24,42.99,Delivered,TRK737403769
10762,14266,11,2,09/01/24,13/01/24,14/01/24,42.37,In Transit,TRK844342978
10763,14269,21,20,15/11/23,24/11/23,26/11/23,32,Delivered,TRK611250895
10764,14270,24,3,24/09/24,02/10/24,01/10/24,31.88,Delivered,TRK241191687
10765,14271,17,7,09/05/23,12/05/23,,36.65,Delivered,TRK759208950
10766,14272,25,17,23/10/24,25/10/24,26/10/24,14.05,In Transit,TRK580020206
10767,14274,17,1,21/06/24,25/06/24,27/06/24,19.8,Delivered,TRK973350110
10768,14275,9,10,20/03/23,29/03/23,04/04/23,46.85,Delivered,TRK371200864
10769,14276,18,10,29/09/23,06/10/23,07/10/23,32.28,In Transit,TRK931084936
10770,14278,16,16,06/01/23,08/01/23,07/01/23,21.3,Delivered,TRK657873999
10771,14279,6,4,21/12/22,22/12/22,24/12/22,48.58,Delivered,TRK111077708
10772,14280,3,17,16/01/23,21/01/23,23/01/23,7.09,Lost,TRK720457494
10773,14283,11,10,26/09/23,04/10/23,03/10/23,24.87,Delivered,TRK814455451
10774,14284,21,6,10/02/24,14/02/24,13/02/24,32.39,Delayed,TRK226399026
10775,14285,25,13,29/01/22,05/02/22,07/02/22,19.64,Delivered,TRK862575405
10776,14286,1,2,14/04/24,17/04/24,,12.47,In Transit,TRK737234888
10777,14287,21,3,27/07/22,05/08/22,07/08/22,46.14,Delivered,TRK361037072
10778,14289,24,7,07/01/22,13/01/22,,15.11,Delivered,TRK963046202
10779,14290,5,12,10/04/23,12/04/23,11/04/23,41.21,Delivered,TRK320742860
10780,14292,20,1,19/09/23,29/09/23,01/10/23,38.63,Delivered,TRK668841293
10781,14293,25,4,28/02/22,06/03/22,08/03/22,41.7,In Transit,TRK644771073
10782,14294,23,9,30/11/22,04/12/22,03/12/22,12.54,In Transit,TRK362913172
10783,14295,4,18,07/09/24,14/09/24,15/09/24,13.23,Delivered,TRK826329608
10784,14296,6,9,25/07/23,02/08/23,02/08/23,38.8,Delivered,TRK209691937
10785,14297,2,4,01/06/24,07/06/24,,12.93,Delivered,TRK399452370
10786,14298,9,19,21/04/23,22/04/23,22/04/23,36.59,Delivered,TRK453445630
10787,14300,18,14,12/03/24,18/03/24,18/03/24,48.85,Delivered,TRK546677983
10788,14301,25,17,09/03/23,16/03/23,16/03/23,8.9,In Transit,TRK887752406
10789,14303,19,4,25/09/22,02/10/22,04/10/22,16.63,Delivered,TRK759196710
10790,14304,10,10,14/05/23,24/05/23,,12.77,Delivered,TRK189050745
10791,14305,8,17,29/10/22,02/11/22,02/11/22,11.68,Delivered,TRK974304916
10792,14306,22,15,05/05/23,06/05/23,12/05/23,12.5,Delayed,TRK110327199
10793,14307,10,8,21/02/22,02/03/22,,22.11,Delivered,TRK571696443
10794,14308,14,16,17/03/23,27/03/23,,27.37,In Transit,TRK415696079
10795,14310,18,2,05/04/23,14/04/23,14/04/23,25.18,Delivered,TRK577845609
10796,14311,15,20,13/10/24,21/10/24,20/10/24,30.35,Delivered,TRK717797933
10797,14312,17,19,09/04/23,14/04/23,15/04/23,38.98,In Transit,TRK711137826
10798,14313,16,7,12/09/23,20/09/23,21/09/23,12.18,Delivered,TRK771253748
10799,14314,22,2,28/11/22,02/12/22,04/12/22,39.41,Delivered,TRK110161776
10800,14315,12,18,14/09/24,16/09/24,18/09/24,27.46,Delivered,TRK937334241
10801,14316,11,10,11/03/22,19/03/22,19/03/22,20.78,Delivered,TRK898283123
10802,14317,8,11,02/02/23,09/02/23,,47.17,In Transit,TRK593406050
10803,14319,18,12,21/07/23,29/07/23,31/07/23,15.11,In Transit,TRK115284636
10804,14320,12,7,03/08/22,12/08/22,13/08/22,49.86,In Transit,TRK451222132
10805,14321,10,8,08/03/24,15/03/24,15/03/24,10.04,In Transit,TRK151303582
10806,14322,7,20,10/11/23,19/11/23,21/11/23,6.84,Delivered,TRK937167193
10807,14323,9,17,30/06/22,10/07/22,10/07/22,12.74,In Transit,TRK542671707
10808,14324,5,7,09/11/23,17/11/23,17/11/23,14.47,Delivered,TRK253260881
10809,14325,7,2,19/03/23,25/03/23,28/03/23,33.02,Delivered,TRK662279253
10810,14326,22,4,25/10/22,26/10/22,28/10/22,44.61,Delivered,TRK519403010
10811,14327,25,4,22/05/23,28/05/23,31/05/23,23.78,Delayed,TRK725229951
10812,14328,3,8,08/07/24,12/07/24,14/07/24,23.91,Delivered,TRK231404971
10813,14329,22,18,05/08/24,09/08/24,,44,Delayed,TRK230790604
10814,14331,11,6,29/05/24,07/06/24,06/06/24,23.74,Delivered,TRK790023553
10815,14332,15,13,10/06/24,14/06/24,14/06/24,6.7,Delivered,TRK799042451
10816,14333,7,10,09/08/23,13/08/23,14/08/23,33.68,Delivered,TRK438435530
10817,14334,18,11,13/01/24,19/01/24,25/01/24,15.77,Delivered,TRK521003441
10818,14335,25,9,28/09/22,05/10/22,,5.52,In Transit,TRK624611189
10819,14337,16,4,09/10/22,14/10/22,20/10/22,15.52,Delivered,TRK141334861
10820,14339,15,19,16/07/23,26/07/23,28/07/23,30.68,Delivered,TRK430646766
10821,14341,6,17,28/10/22,29/10/22,29/10/22,34.36,Delivered,TRK458974133
10822,14342,25,20,19/05/23,28/05/23,27/05/23,35.98,Delivered,TRK492433607
10823,14343,14,18,20/05/22,27/05/22,28/05/22,46.09,In Transit,TRK207545902
10824,14344,21,6,09/05/22,12/05/22,12/05/22,27.93,Delivered,TRK352872490
10825,14345,8,19,31/12/22,07/01/23,07/01/23,26.59,Delayed,TRK189912598
10826,14346,25,16,02/10/22,06/10/22,,19.58,Delivered,TRK273341259
10827,14348,2,18,22/10/23,26/10/23,25/10/23,5.94,Delivered,TRK474079955
10828,14349,6,11,31/12/22,01/01/23,04/01/23,10.9,Lost,TRK904247413
10829,14351,13,3,21/05/23,24/05/23,,35.74,In Transit,TRK703210915
10830,14352,24,19,19/07/24,24/07/24,26/07/24,18.65,Delivered,TRK809728541
10831,14353,16,19,08/10/23,16/10/23,,6.85,In Transit,TRK395391464
10832,14355,12,4,17/07/22,25/07/22,27/07/22,26.71,Delivered,TRK487055692
10833,14356,3,8,03/07/23,05/07/23,06/07/23,12.79,Delivered,TRK453948325
10834,14357,18,5,08/06/24,10/06/24,10/06/24,28.98,In Transit,TRK705817525
10835,14358,5,20,22/01/22,29/01/22,28/01/22,43.05,Delayed,TRK667786026
10836,14359,2,2,02/11/22,04/11/22,06/11/22,10.47,Delivered,TRK267968196
10837,14362,7,16,03/01/25,08/01/25,,15.57,In Transit,TRK714886041
10838,14363,24,12,26/08/22,03/09/22,04/09/22,14.13,Delivered,TRK700767887
10839,14364,23,15,28/12/23,04/01/24,10/01/24,23.14,Delivered,TRK973941705
10840,14365,14,5,15/11/23,24/11/23,,38.96,Delivered,TRK685157702
10841,14366,8,7,13/01/23,15/01/23,16/01/23,17.43,Delivered,TRK849326412
10842,14368,17,15,29/01/23,05/02/23,,23.39,Delivered,TRK920637026
10843,14369,2,16,18/10/24,19/10/24,18/10/24,28.09,Delivered,TRK362572398
10844,14371,25,1,24/12/22,03/01/23,,13.02,In Transit,TRK545099118
10845,14372,12,11,16/08/23,21/08/23,21/08/23,21.21,In Transit,TRK112098149
10846,14374,19,6,04/08/23,06/08/23,08/08/23,33.35,In Transit,TRK223601314
10847,14376,9,19,05/11/22,11/11/22,10/11/22,11.79,In Transit,TRK120606140
10848,14378,12,7,10/06/22,14/06/22,,18.74,Delivered,TRK571529344
10849,14379,13,19,27/04/23,04/05/23,,19.21,Delivered,TRK271093623
10850,14380,18,15,23/07/22,01/08/22,01/08/22,33.66,Delivered,TRK641665299
10851,14381,25,7,29/08/24,02/09/24,03/09/24,18.59,Delivered,TRK292852956
10852,14382,7,1,09/11/23,17/11/23,18/11/23,33.65,Delivered,TRK753887747
10853,14383,6,7,11/04/22,18/04/22,,40.9,Delivered,TRK988798943
10854,14384,12,10,28/06/22,06/07/22,,25.74,Delivered,TRK739733892
10855,14385,2,8,23/06/23,27/06/23,27/06/23,14,In Transit,TRK357618778
10856,14386,4,6,08/11/24,15/11/24,17/11/24,6.72,Delivered,TRK933698907
10857,14387,13,19,23/10/23,30/10/23,,42.6,Delivered,TRK643217172
10858,14388,2,19,30/06/24,06/07/24,,47.16,In Transit,TRK310778259
10859,14389,24,8,04/02/22,10/02/22,11/02/22,35.92,In Transit,TRK406028630
10860,14390,18,8,08/04/22,11/04/22,11/04/22,22.04,In Transit,TRK913827373
10861,14391,24,12,31/05/23,05/06/23,06/06/23,38.23,Delivered,TRK211907205
10862,14392,14,6,15/10/24,17/10/24,16/10/24,36.71,Delivered,TRK659345130
10863,14393,18,14,14/07/22,20/07/22,,46.01,In Transit,TRK906126974
10864,14394,10,1,13/05/22,22/05/22,24/05/22,24.36,Delivered,TRK152741595
10865,14395,20,11,22/01/24,31/01/24,01/02/24,16.17,Delivered,TRK903931351
10866,14396,25,3,12/10/23,16/10/23,,40.06,Delivered,TRK702088267
10867,14397,19,9,14/09/24,19/09/24,20/09/24,14.38,Delivered,TRK979725009
10868,14398,22,9,24/02/23,05/03/23,12/03/23,14.01,Delivered,TRK728423161
10869,14401,8,18,09/07/24,13/07/24,14/07/24,23.22,In Transit,TRK206183433
10870,14402,23,12,11/03/23,16/03/23,16/03/23,14.6,Delivered,TRK406455427
10871,14403,5,7,21/12/24,25/12/24,27/12/24,19.06,Delivered,TRK296277984
10872,14404,2,11,17/06/24,24/06/24,23/06/24,26.5,Delivered,TRK247594394
10873,14406,12,6,03/12/24,06/12/24,08/12/24,30.39,Delayed,TRK203622745
10874,14408,18,19,17/09/22,21/09/22,20/09/22,6.13,In Transit,TRK144345905
10875,14409,9,16,26/06/22,04/07/22,,48.56,Delivered,TRK478941683
10876,14410,22,5,24/02/22,25/02/22,,12.53,Lost,TRK765939303
10877,14411,5,19,13/08/23,15/08/23,,46.71,In Transit,TRK198487514
10878,14412,5,17,30/10/24,08/11/24,,42.26,Delivered,TRK755124209
10879,14413,11,13,04/02/23,13/02/23,,24.38,Delivered,TRK266361793
10880,14414,18,9,23/07/22,24/07/22,24/07/22,41.51,In Transit,TRK366169963
10881,14416,22,9,22/04/22,27/04/22,28/04/22,41.2,Delivered,TRK513832082
10882,14418,16,18,28/04/22,05/05/22,11/05/22,48.21,Delivered,TRK307692429
10883,14419,4,10,21/09/22,29/09/22,,24.13,Delivered,TRK255521289
10884,14420,23,3,27/09/22,07/10/22,09/10/22,42.36,In Transit,TRK881910791
10885,14421,11,10,15/02/23,18/02/23,,37.77,Delivered,TRK134313961
10886,14423,1,1,26/10/23,03/11/23,03/11/23,14.85,Delayed,TRK765777597
10887,14424,4,12,08/04/22,17/04/22,17/04/22,25.13,Delivered,TRK548431006
10888,14425,12,13,16/03/22,25/03/22,,39.54,Delivered,TRK719252151
10889,14426,14,19,12/03/22,13/03/22,12/03/22,35.82,Delivered,TRK987986563
10890,14427,20,9,25/01/22,31/01/22,,22.39,Delivered,TRK668967450
10891,14428,19,1,21/02/24,29/02/24,,34.4,Delivered,TRK289725225
10892,14429,11,14,12/12/23,18/12/23,25/12/23,17.51,In Transit,TRK269489090
10893,14430,17,17,19/04/23,20/04/23,,45.1,Delivered,TRK972195074
10894,14431,5,20,18/02/23,21/02/23,,27.37,In Transit,TRK326278817
10895,14432,17,9,25/07/22,04/08/22,,24.92,Lost,TRK608010794
10896,14433,9,4,14/01/23,18/01/23,20/01/23,25.8,Delivered,TRK564491923
10897,14434,21,18,25/02/24,05/03/24,,49.83,Delivered,TRK545330237
10898,14435,10,3,13/01/24,20/01/24,20/01/24,47.55,Delivered,TRK523217284
10899,14436,13,17,13/02/24,21/02/24,27/02/24,40.42,Delivered,TRK301109835
10900,14437,3,12,16/03/22,22/03/22,23/03/22,19.44,Delivered,TRK757088283
10901,14438,19,11,27/03/24,04/04/24,06/04/24,11.64,In Transit,TRK442960235
10902,14439,4,7,29/01/23,05/02/23,07/02/23,34.61,Delivered,TRK415261510
10903,14440,4,10,24/10/23,26/10/23,27/10/23,44.65,Delivered,TRK753284566
10904,14441,23,18,10/01/22,12/01/22,,31.16,Delivered,TRK752893752
10905,14442,9,4,14/05/23,17/05/23,16/05/23,46.27,Delivered,TRK530868900
10906,14443,25,20,30/12/24,07/01/25,10/01/25,24.26,Delivered,TRK554754355
10907,14444,3,7,09/06/24,18/06/24,19/06/24,28.86,In Transit,TRK189435129
10908,14445,13,14,12/06/22,16/06/22,16/06/22,43.04,Delivered,TRK750529049
10909,14446,7,10,04/01/22,11/01/22,12/01/22,13.08,Delivered,TRK758872108
10910,14447,9,9,23/05/24,28/05/24,27/05/24,21.8,Delivered,TRK801756686
10911,14448,6,15,18/01/23,25/01/23,28/01/23,30.13,Delivered,TRK326816588
10912,14449,22,2,03/06/24,07/06/24,,19.32,Lost,TRK755425964
10913,14450,12,12,30/08/22,01/09/22,,37.57,Delivered,TRK465433130
10914,14452,3,2,06/04/22,07/04/22,07/04/22,14.32,Delivered,TRK164052336
10915,14453,15,20,04/03/23,09/03/23,10/03/23,9.3,Delayed,TRK577854745
10916,14455,17,20,29/05/23,02/06/23,09/06/23,20.6,Delivered,TRK812510679
10917,14456,6,7,11/05/24,17/05/24,,11.36,Delivered,TRK588503737
10918,14457,17,10,22/04/24,25/04/24,,31.3,In Transit,TRK374939432
10919,14458,5,2,09/11/22,15/11/22,,17.55,Delivered,TRK546505090
10920,14459,3,16,18/02/23,27/02/23,,20.07,Delivered,TRK227739535
10921,14461,1,2,18/11/22,21/11/22,21/11/22,40.07,In Transit,TRK935784675
10922,14462,13,7,27/09/22,28/09/22,29/09/22,11.12,Delivered,TRK905818391
10923,14463,3,9,20/01/22,25/01/22,26/01/22,49.62,Delivered,TRK746890742
10924,14464,5,19,27/03/24,30/03/24,31/03/24,26.53,Delivered,TRK593589845
10925,14465,5,9,12/11/23,18/11/23,18/11/23,44.11,Delivered,TRK911259972
10926,14467,14,13,23/01/23,26/01/23,28/01/23,33.25,Delivered,TRK260573370
10927,14468,1,1,16/01/24,18/01/24,20/01/24,39.49,In Transit,TRK197237335
10928,14469,13,8,08/02/24,15/02/24,15/02/24,36.11,Lost,TRK753369152
10929,14470,20,18,29/04/22,06/05/22,08/05/22,17.13,Delivered,TRK504551090
10930,14472,2,6,13/05/23,15/05/23,17/05/23,20.06,Delivered,TRK919820040
10931,14473,17,1,03/07/23,08/07/23,09/07/23,19.21,Delivered,TRK615575020
10932,14474,23,16,28/11/24,06/12/24,05/12/24,29.28,Delivered,TRK924085158
10933,14476,4,18,09/01/23,16/01/23,17/01/23,30.54,Delivered,TRK390796963
10934,14477,7,8,16/01/23,23/01/23,25/01/23,34.95,Delivered,TRK815579942
10935,14478,23,2,27/12/23,29/12/23,30/12/23,16.39,In Transit,TRK903257633
10936,14479,16,6,18/12/23,24/12/23,24/12/23,29.37,Delivered,TRK834279400
10937,14481,12,6,21/03/22,26/03/22,02/04/22,16.1,Delivered,TRK720723424
10938,14482,13,14,05/02/22,06/02/22,05/02/22,12.13,Delivered,TRK789616769
10939,14483,4,12,29/09/23,03/10/23,,22.07,In Transit,TRK912655155
10940,14484,9,15,31/08/23,06/09/23,07/09/23,15.09,In Transit,TRK659637996
10941,14485,4,14,23/06/24,25/06/24,,27.97,Lost,TRK966027321
10942,14487,25,3,08/06/23,16/06/23,16/06/23,22.7,Delivered,TRK935635101
10943,14490,7,11,27/05/24,01/06/24,02/06/24,26.81,In Transit,TRK355693516
10944,14491,24,9,22/11/23,29/11/23,28/11/23,37.23,Lost,TRK271191985
10945,14492,21,1,22/06/22,23/06/22,,35.46,Delivered,TRK133082734
10946,14493,6,6,03/10/22,11/10/22,11/10/22,8.78,Delivered,TRK934309887
10947,14496,13,7,21/11/23,26/11/23,27/11/23,48.47,Lost,TRK503521086
10948,14498,3,17,03/05/23,08/05/23,10/05/23,20.3,Delivered,TRK838202301
10949,14499,9,5,06/03/23,10/03/23,,17.37,Delivered,TRK862582040
10950,14501,5,10,30/11/23,06/12/23,,29.11,Delivered,TRK510904380
10951,14502,2,1,13/08/22,23/08/22,,39.55,In Transit,TRK240720467
10952,14503,1,18,30/09/22,08/10/22,10/10/22,44.12,Delivered,TRK732076641
10953,14504,25,10,21/06/22,27/06/22,26/06/22,34.53,Delivered,TRK956400928
10954,14505,6,19,25/01/24,27/01/24,,49.27,In Transit,TRK764318842
10955,14508,24,19,22/06/22,27/06/22,29/06/22,34.4,Delayed,TRK396559264
10956,14509,14,6,14/08/24,23/08/24,24/08/24,40.66,Delivered,TRK249973731
10957,14510,20,20,22/02/23,02/03/23,,36.86,In Transit,TRK183745060
10958,14511,22,2,01/12/23,04/12/23,07/12/23,17.2,Delivered,TRK997734261
10959,14512,1,7,02/03/24,11/03/24,,14.24,Delivered,TRK897143209
10960,14513,24,6,16/12/23,21/12/23,22/12/23,30.46,Delivered,TRK244329429
10961,14514,16,3,10/02/23,20/02/23,22/02/23,13.43,Delivered,TRK165505995
10962,14515,9,19,04/09/22,06/09/22,,18.43,Delivered,TRK359718306
10963,14516,17,10,03/07/23,08/07/23,10/07/23,9.26,Delayed,TRK106996184
10964,14517,18,3,05/04/22,07/04/22,06/04/22,14.97,In Transit,TRK835760452
10965,14518,20,7,17/07/24,23/07/24,23/07/24,47.37,In Transit,TRK548417592
10966,14519,24,12,28/10/23,29/10/23,28/10/23,46.62,Delivered,TRK513473452
10967,14520,5,18,01/08/22,06/08/22,08/08/22,45.93,Delivered,TRK456676435
10968,14521,10,11,17/02/22,25/02/22,25/02/22,43.53,Delivered,TRK704643748
10969,14522,10,14,26/10/24,27/10/24,26/10/24,49.79,Delivered,TRK756079164
10970,14524,9,13,04/07/24,13/07/24,,23.58,Delivered,TRK280040413
10971,14525,3,1,29/04/24,03/05/24,07/05/24,42,In Transit,TRK109025460
10972,14527,13,9,05/04/24,13/04/24,14/04/24,35.85,Delivered,TRK112396969
10973,14528,2,20,14/09/23,22/09/23,21/09/23,22.15,In Transit,TRK806044523
10974,14529,9,3,04/02/24,08/02/24,08/02/24,25.5,In Transit,TRK907061521
10975,14530,22,11,17/08/24,26/08/24,,5.42,Delivered,TRK809353827
10976,14531,10,5,12/02/24,14/02/24,15/02/24,16.82,Delivered,TRK575931972
10977,14532,4,18,23/03/22,31/03/22,30/03/22,33.61,Delivered,TRK401004709
10978,14533,16,17,07/06/22,15/06/22,,30.74,Delivered,TRK855099694
10979,14534,17,19,25/04/23,27/04/23,,27.26,Delivered,TRK382746635
10980,14535,4,7,22/10/23,31/10/23,01/11/23,9.91,In Transit,TRK555375058
10981,14536,12,9,20/11/23,24/11/23,28/11/23,18.56,In Transit,TRK761345035
10982,14537,17,14,23/07/24,28/07/24,30/07/24,17.3,Delivered,TRK808805251
10983,14538,2,13,26/02/23,05/03/23,07/03/23,39.15,Delivered,TRK567695439
10984,14540,20,7,03/12/24,07/12/24,07/12/24,8.68,Delivered,TRK891739049
10985,14541,7,12,08/04/24,12/04/24,,34.41,Delivered,TRK898302939
10986,14542,7,20,13/08/23,17/08/23,17/08/23,13.6,Delivered,TRK687202255
10987,14544,13,18,28/06/23,29/06/23,01/07/23,27.41,Delivered,TRK277768023
10988,14545,22,7,01/09/23,11/09/23,,11.73,In Transit,TRK124453995
10989,14546,24,7,01/06/24,08/06/24,09/06/24,20.39,In Transit,TRK756938349
10990,14547,7,10,02/07/23,10/07/23,09/07/23,43.85,Delivered,TRK264216571
10991,14549,20,18,24/03/22,03/04/22,02/04/22,18.12,Delivered,TRK978356157
10992,14551,22,2,13/09/24,14/09/24,16/09/24,10.41,Delivered,TRK116026238
10993,14552,10,17,05/10/24,09/10/24,13/10/24,33.49,Delivered,TRK107703846
10994,14553,22,4,07/06/22,08/06/22,14/06/22,11.35,Delivered,TRK532487011
10995,14554,1,15,15/04/22,19/04/22,18/04/22,34.21,Delivered,TRK893365223
10996,14555,16,20,05/05/24,13/05/24,12/05/24,7.82,Delivered,TRK509070402
10997,14556,16,5,07/01/24,13/01/24,,23.47,Delivered,TRK610385475
10998,14558,15,14,02/03/23,09/03/23,,39.42,In Transit,TRK371297142
10999,14559,15,19,29/01/23,07/02/23,08/02/23,6.09,Delivered,TRK772916738
